koop,onderhoud,deuren,personen,kofferbak,veiligheid,Is_staat_goed
hoog,zeer hoog,2.0,7.0,medium,hoog,FALSE
hoog,zeer hoog,2.0,7.0,groot,laag,FALSE
hoog,zeer hoog,2.0,7.0,groot,medium,FALSE
hoog,zeer hoog,2.0,7.0,groot,hoog,FALSE
hoog,zeer hoog,3.0,2.0,klein,laag,FALSE
hoog,zeer hoog,3.0,2.0,klein,medium,FALSE
hoog,zeer hoog,3.0,2.0,klein,hoog,FALSE
hoog,zeer hoog,3.0,2.0,medium,laag,FALSE
hoog,zeer hoog,3.0,2.0,medium,medium,FALSE
hoog,zeer hoog,3.0,2.0,medium,hoog,FALSE
hoog,zeer hoog,3.0,2.0,groot,laag,FALSE
hoog,zeer hoog,3.0,2.0,groot,medium,FALSE
hoog,zeer hoog,3.0,2.0,groot,hoog,FALSE
hoog,zeer hoog,3.0,4.0,klein,laag,FALSE
hoog,zeer hoog,3.0,4.0,klein,medium,FALSE
hoog,zeer hoog,3.0,4.0,klein,hoog,FALSE
hoog,zeer hoog,3.0,4.0,medium,laag,FALSE
hoog,zeer hoog,3.0,4.0,medium,medium,FALSE
hoog,zeer hoog,3.0,4.0,medium,hoog,FALSE
hoog,zeer hoog,3.0,4.0,groot,laag,FALSE
hoog,zeer hoog,3.0,4.0,groot,medium,FALSE
hoog,zeer hoog,3.0,4.0,groot,hoog,FALSE
hoog,zeer hoog,3.0,7.0,klein,laag,FALSE
hoog,zeer hoog,3.0,7.0,klein,medium,FALSE
hoog,zeer hoog,3.0,7.0,klein,hoog,FALSE
hoog,zeer hoog,3.0,7.0,medium,laag,FALSE
hoog,zeer hoog,3.0,7.0,medium,medium,FALSE
hoog,zeer hoog,3.0,7.0,medium,hoog,FALSE
hoog,zeer hoog,3.0,7.0,groot,laag,FALSE
hoog,zeer hoog,3.0,7.0,groot,medium,FALSE
hoog,zeer hoog,3.0,7.0,groot,hoog,FALSE
hoog,zeer hoog,4.0,2.0,klein,laag,FALSE
hoog,zeer hoog,4.0,2.0,klein,medium,FALSE
hoog,zeer hoog,4.0,2.0,klein,hoog,FALSE
hoog,zeer hoog,4.0,2.0,medium,laag,FALSE
hoog,zeer hoog,4.0,2.0,medium,medium,FALSE
hoog,zeer hoog,4.0,2.0,medium,hoog,FALSE
hoog,zeer hoog,4.0,2.0,groot,laag,FALSE
hoog,zeer hoog,4.0,2.0,groot,medium,FALSE
hoog,zeer hoog,4.0,2.0,groot,hoog,FALSE
hoog,zeer hoog,4.0,4.0,klein,laag,FALSE
hoog,zeer hoog,4.0,4.0,klein,medium,FALSE
hoog,zeer hoog,4.0,4.0,klein,hoog,FALSE
hoog,zeer hoog,4.0,4.0,medium,laag,FALSE
hoog,zeer hoog,4.0,4.0,medium,medium,FALSE
hoog,zeer hoog,4.0,4.0,medium,hoog,FALSE
hoog,zeer hoog,4.0,4.0,groot,laag,FALSE
hoog,zeer hoog,4.0,4.0,groot,medium,FALSE
hoog,zeer hoog,4.0,4.0,groot,hoog,FALSE
hoog,zeer hoog,4.0,7.0,klein,laag,FALSE
hoog,zeer hoog,4.0,7.0,klein,medium,FALSE
hoog,zeer hoog,4.0,7.0,klein,hoog,FALSE
hoog,zeer hoog,4.0,7.0,medium,laag,FALSE
hoog,zeer hoog,4.0,7.0,medium,medium,FALSE
hoog,zeer hoog,4.0,7.0,medium,hoog,FALSE
hoog,zeer hoog,4.0,7.0,groot,laag,FALSE
hoog,zeer hoog,4.0,7.0,groot,medium,FALSE
hoog,zeer hoog,4.0,7.0,groot,hoog,FALSE
hoog,zeer hoog,5.0,2.0,klein,laag,FALSE
hoog,zeer hoog,5.0,2.0,klein,medium,FALSE
hoog,zeer hoog,5.0,2.0,klein,hoog,FALSE
hoog,zeer hoog,5.0,2.0,medium,laag,FALSE
hoog,zeer hoog,5.0,2.0,medium,medium,FALSE
hoog,zeer hoog,5.0,2.0,medium,hoog,FALSE
hoog,zeer hoog,5.0,2.0,groot,laag,FALSE
hoog,zeer hoog,5.0,2.0,groot,medium,FALSE
hoog,zeer hoog,5.0,2.0,groot,hoog,FALSE
hoog,zeer hoog,5.0,4.0,klein,laag,FALSE
hoog,zeer hoog,5.0,4.0,klein,medium,FALSE
hoog,zeer hoog,5.0,4.0,klein,hoog,FALSE
hoog,zeer hoog,5.0,4.0,medium,laag,FALSE
hoog,zeer hoog,5.0,4.0,medium,medium,FALSE
hoog,zeer hoog,5.0,4.0,medium,hoog,FALSE
hoog,zeer hoog,5.0,4.0,groot,laag,FALSE
hoog,zeer hoog,5.0,4.0,groot,medium,FALSE
hoog,zeer hoog,5.0,4.0,groot,hoog,FALSE
hoog,zeer hoog,5.0,7.0,klein,laag,FALSE
hoog,zeer hoog,5.0,7.0,klein,medium,FALSE
hoog,zeer hoog,5.0,7.0,klein,hoog,FALSE
hoog,zeer hoog,5.0,7.0,medium,laag,FALSE
hoog,zeer hoog,5.0,7.0,medium,medium,FALSE
hoog,zeer hoog,5.0,7.0,medium,hoog,FALSE
hoog,zeer hoog,5.0,7.0,groot,laag,FALSE
hoog,zeer hoog,5.0,7.0,groot,medium,FALSE
hoog,zeer hoog,5.0,7.0,groot,hoog,FALSE
hoog,hoog,2.0,2.0,klein,laag,FALSE
hoog,hoog,2.0,2.0,klein,medium,FALSE
hoog,hoog,2.0,2.0,klein,hoog,FALSE
hoog,hoog,2.0,2.0,medium,laag,FALSE
hoog,hoog,2.0,2.0,medium,medium,FALSE
hoog,hoog,2.0,2.0,medium,hoog,FALSE
hoog,hoog,2.0,2.0,groot,laag,FALSE
hoog,hoog,2.0,2.0,groot,medium,FALSE
hoog,hoog,2.0,2.0,groot,hoog,FALSE
hoog,hoog,2.0,4.0,klein,laag,FALSE
hoog,hoog,2.0,4.0,klein,medium,FALSE
hoog,hoog,2.0,4.0,klein,hoog,FALSE
hoog,hoog,2.0,4.0,medium,laag,FALSE
hoog,hoog,2.0,4.0,medium,medium,FALSE
hoog,hoog,2.0,4.0,medium,hoog,FALSE
hoog,hoog,2.0,4.0,groot,laag,FALSE
hoog,hoog,2.0,4.0,groot,medium,FALSE
hoog,hoog,2.0,4.0,groot,hoog,FALSE
hoog,hoog,2.0,7.0,klein,laag,FALSE
hoog,hoog,2.0,7.0,klein,medium,FALSE
hoog,hoog,2.0,7.0,klein,hoog,FALSE
hoog,hoog,2.0,7.0,medium,laag,FALSE
hoog,hoog,2.0,7.0,medium,medium,FALSE
hoog,hoog,2.0,7.0,medium,hoog,FALSE
hoog,hoog,2.0,7.0,groot,laag,FALSE
hoog,hoog,2.0,7.0,groot,medium,FALSE
hoog,hoog,2.0,7.0,groot,hoog,FALSE
hoog,hoog,3.0,2.0,klein,laag,FALSE
hoog,hoog,3.0,2.0,klein,medium,FALSE
hoog,hoog,3.0,2.0,klein,hoog,FALSE
hoog,hoog,3.0,2.0,medium,laag,FALSE
hoog,hoog,3.0,2.0,medium,medium,FALSE
hoog,hoog,3.0,2.0,medium,hoog,FALSE
hoog,hoog,3.0,2.0,groot,laag,FALSE
hoog,hoog,3.0,2.0,groot,medium,FALSE
hoog,hoog,3.0,2.0,groot,hoog,FALSE
hoog,hoog,3.0,4.0,klein,laag,FALSE
hoog,hoog,3.0,4.0,klein,medium,FALSE
hoog,hoog,3.0,4.0,klein,hoog,FALSE
hoog,hoog,3.0,4.0,medium,laag,FALSE
hoog,hoog,3.0,4.0,medium,medium,FALSE
hoog,hoog,3.0,4.0,medium,hoog,FALSE
hoog,hoog,3.0,4.0,groot,laag,FALSE
hoog,hoog,3.0,4.0,groot,medium,FALSE
hoog,hoog,3.0,4.0,groot,hoog,FALSE
hoog,hoog,3.0,7.0,klein,laag,FALSE
hoog,hoog,3.0,7.0,klein,medium,FALSE
hoog,hoog,3.0,7.0,klein,hoog,FALSE
hoog,hoog,3.0,7.0,medium,laag,FALSE
hoog,hoog,3.0,7.0,medium,medium,FALSE
hoog,hoog,3.0,7.0,medium,hoog,FALSE
hoog,hoog,3.0,7.0,groot,laag,FALSE
hoog,hoog,3.0,7.0,groot,medium,FALSE
hoog,hoog,3.0,7.0,groot,hoog,FALSE
hoog,hoog,4.0,2.0,klein,laag,FALSE
hoog,hoog,4.0,2.0,klein,medium,FALSE
hoog,hoog,4.0,2.0,klein,hoog,FALSE
hoog,hoog,4.0,2.0,medium,laag,FALSE
hoog,hoog,4.0,2.0,medium,medium,FALSE
hoog,hoog,4.0,2.0,medium,hoog,FALSE
hoog,hoog,4.0,2.0,groot,laag,FALSE
hoog,hoog,4.0,2.0,groot,medium,FALSE
hoog,hoog,4.0,2.0,groot,hoog,FALSE
hoog,hoog,4.0,4.0,klein,laag,FALSE
hoog,hoog,4.0,4.0,klein,medium,FALSE
hoog,hoog,4.0,4.0,klein,hoog,FALSE
hoog,hoog,4.0,4.0,medium,laag,FALSE
hoog,hoog,4.0,4.0,medium,medium,FALSE
hoog,hoog,4.0,4.0,medium,hoog,FALSE
hoog,hoog,4.0,4.0,groot,laag,FALSE
hoog,hoog,4.0,4.0,groot,medium,FALSE
hoog,hoog,4.0,4.0,groot,hoog,FALSE
hoog,hoog,4.0,7.0,klein,laag,FALSE
hoog,hoog,4.0,7.0,klein,medium,FALSE
hoog,hoog,4.0,7.0,klein,hoog,FALSE
hoog,hoog,4.0,7.0,medium,laag,FALSE
hoog,hoog,4.0,7.0,medium,medium,FALSE
hoog,hoog,4.0,7.0,medium,hoog,FALSE
hoog,hoog,4.0,7.0,groot,laag,FALSE
hoog,hoog,4.0,7.0,groot,medium,FALSE
hoog,hoog,4.0,7.0,groot,hoog,FALSE
hoog,hoog,5.0,2.0,klein,laag,FALSE
hoog,hoog,5.0,2.0,klein,medium,FALSE
hoog,hoog,5.0,2.0,klein,hoog,FALSE
hoog,hoog,5.0,2.0,medium,laag,FALSE
hoog,hoog,5.0,2.0,medium,medium,FALSE
hoog,hoog,5.0,2.0,medium,hoog,FALSE
hoog,hoog,5.0,2.0,groot,laag,FALSE
hoog,hoog,5.0,2.0,groot,medium,FALSE
hoog,hoog,5.0,2.0,groot,hoog,FALSE
hoog,hoog,5.0,4.0,klein,laag,FALSE
hoog,hoog,5.0,4.0,klein,medium,FALSE
hoog,hoog,5.0,4.0,klein,hoog,FALSE
hoog,hoog,5.0,4.0,medium,laag,FALSE
hoog,hoog,5.0,4.0,medium,medium,FALSE
hoog,hoog,5.0,4.0,medium,hoog,FALSE
hoog,hoog,5.0,4.0,groot,laag,FALSE
hoog,hoog,5.0,4.0,groot,medium,FALSE
hoog,hoog,5.0,4.0,groot,hoog,FALSE
hoog,hoog,5.0,7.0,klein,laag,FALSE
hoog,hoog,5.0,7.0,klein,medium,FALSE
hoog,hoog,5.0,7.0,klein,hoog,FALSE
hoog,hoog,5.0,7.0,medium,laag,FALSE
hoog,hoog,5.0,7.0,medium,medium,FALSE
hoog,hoog,5.0,7.0,medium,hoog,FALSE
hoog,hoog,5.0,7.0,groot,laag,FALSE
hoog,hoog,5.0,7.0,groot,medium,FALSE
hoog,hoog,5.0,7.0,groot,hoog,FALSE
hoog,medium,2.0,2.0,klein,laag,FALSE
hoog,medium,2.0,2.0,klein,medium,FALSE
hoog,medium,2.0,2.0,klein,hoog,FALSE
hoog,medium,2.0,2.0,medium,laag,FALSE
hoog,medium,2.0,2.0,medium,medium,FALSE
hoog,medium,2.0,2.0,medium,hoog,FALSE
hoog,medium,2.0,2.0,groot,laag,FALSE
hoog,medium,2.0,2.0,groot,medium,FALSE
hoog,medium,2.0,2.0,groot,hoog,FALSE
hoog,medium,2.0,4.0,klein,laag,FALSE
hoog,medium,2.0,4.0,klein,medium,FALSE
hoog,medium,2.0,4.0,klein,hoog,FALSE
hoog,medium,2.0,4.0,medium,laag,FALSE
hoog,medium,2.0,4.0,medium,medium,FALSE
hoog,medium,2.0,4.0,medium,hoog,FALSE
hoog,medium,2.0,4.0,groot,laag,FALSE
hoog,medium,2.0,4.0,groot,medium,FALSE
hoog,medium,2.0,4.0,groot,hoog,FALSE
hoog,medium,2.0,7.0,klein,laag,FALSE
hoog,medium,2.0,7.0,klein,medium,FALSE
hoog,medium,2.0,7.0,klein,hoog,FALSE
hoog,medium,2.0,7.0,medium,laag,FALSE
hoog,medium,2.0,7.0,medium,medium,FALSE
hoog,medium,2.0,7.0,medium,hoog,FALSE
hoog,medium,2.0,7.0,groot,laag,FALSE
hoog,medium,2.0,7.0,groot,medium,FALSE
hoog,medium,2.0,7.0,groot,hoog,FALSE
hoog,medium,3.0,2.0,klein,laag,FALSE
hoog,medium,3.0,2.0,klein,medium,FALSE
hoog,medium,3.0,2.0,klein,hoog,FALSE
hoog,medium,3.0,2.0,medium,laag,FALSE
hoog,medium,3.0,2.0,medium,medium,FALSE
hoog,medium,3.0,2.0,medium,hoog,FALSE
hoog,medium,3.0,2.0,groot,laag,FALSE
hoog,medium,3.0,2.0,groot,medium,FALSE
hoog,medium,3.0,2.0,groot,hoog,FALSE
hoog,medium,3.0,4.0,klein,laag,FALSE
hoog,medium,3.0,4.0,klein,medium,FALSE
hoog,medium,3.0,4.0,klein,hoog,FALSE
hoog,medium,3.0,4.0,medium,laag,FALSE
hoog,medium,3.0,4.0,medium,medium,FALSE
hoog,medium,3.0,4.0,medium,hoog,FALSE
hoog,medium,3.0,4.0,groot,laag,FALSE
hoog,medium,3.0,4.0,groot,medium,FALSE
hoog,medium,3.0,4.0,groot,hoog,FALSE
hoog,medium,3.0,7.0,klein,laag,FALSE
hoog,medium,3.0,7.0,klein,medium,FALSE
hoog,medium,3.0,7.0,klein,hoog,FALSE
hoog,medium,3.0,7.0,medium,laag,FALSE
hoog,medium,3.0,7.0,medium,medium,FALSE
hoog,medium,3.0,7.0,medium,hoog,FALSE
hoog,medium,3.0,7.0,groot,laag,FALSE
hoog,medium,3.0,7.0,groot,medium,FALSE
hoog,medium,3.0,7.0,groot,hoog,FALSE
hoog,medium,4.0,2.0,klein,laag,FALSE
hoog,medium,4.0,2.0,klein,medium,FALSE
hoog,medium,4.0,2.0,klein,hoog,FALSE
hoog,medium,4.0,2.0,medium,laag,FALSE
hoog,medium,4.0,2.0,medium,medium,FALSE
hoog,medium,4.0,2.0,medium,hoog,FALSE
hoog,medium,4.0,2.0,groot,laag,FALSE
hoog,medium,4.0,2.0,groot,medium,FALSE
hoog,medium,4.0,2.0,groot,hoog,FALSE
hoog,medium,4.0,4.0,klein,laag,FALSE
hoog,medium,4.0,4.0,klein,medium,FALSE
hoog,medium,4.0,4.0,klein,hoog,FALSE
hoog,medium,4.0,4.0,medium,laag,FALSE
hoog,medium,4.0,4.0,medium,medium,FALSE
hoog,medium,4.0,4.0,medium,hoog,FALSE
hoog,medium,4.0,4.0,groot,laag,FALSE
hoog,medium,4.0,4.0,groot,medium,FALSE
hoog,medium,4.0,4.0,groot,hoog,FALSE
hoog,medium,4.0,7.0,klein,laag,FALSE
hoog,medium,4.0,7.0,klein,medium,FALSE
hoog,medium,4.0,7.0,klein,hoog,FALSE
hoog,medium,4.0,7.0,medium,laag,FALSE
hoog,medium,4.0,7.0,medium,medium,FALSE
hoog,medium,4.0,7.0,medium,hoog,FALSE
hoog,medium,4.0,7.0,groot,laag,FALSE
hoog,medium,4.0,7.0,groot,medium,FALSE
hoog,medium,4.0,7.0,groot,hoog,FALSE
hoog,medium,5.0,2.0,klein,laag,FALSE
hoog,medium,5.0,2.0,klein,medium,FALSE
hoog,medium,5.0,2.0,klein,hoog,FALSE
hoog,medium,5.0,2.0,medium,laag,FALSE
hoog,medium,5.0,2.0,medium,medium,FALSE
hoog,medium,5.0,2.0,medium,hoog,FALSE
hoog,medium,5.0,2.0,groot,laag,FALSE
hoog,medium,5.0,2.0,groot,medium,FALSE
hoog,medium,5.0,2.0,groot,hoog,FALSE
hoog,medium,5.0,4.0,klein,laag,FALSE
hoog,medium,5.0,4.0,klein,medium,FALSE
hoog,medium,5.0,4.0,klein,hoog,FALSE
hoog,medium,5.0,4.0,medium,laag,FALSE
hoog,medium,5.0,4.0,medium,medium,FALSE
hoog,medium,5.0,4.0,medium,hoog,FALSE
hoog,medium,5.0,4.0,groot,laag,FALSE
hoog,medium,5.0,4.0,groot,medium,FALSE
hoog,medium,5.0,4.0,groot,hoog,FALSE
hoog,medium,5.0,7.0,klein,laag,FALSE
hoog,medium,5.0,7.0,klein,medium,FALSE
hoog,medium,5.0,7.0,klein,hoog,FALSE
hoog,medium,5.0,7.0,medium,laag,FALSE
hoog,medium,5.0,7.0,medium,medium,FALSE
hoog,medium,5.0,7.0,medium,hoog,FALSE
hoog,medium,5.0,7.0,groot,laag,FALSE
hoog,medium,5.0,7.0,groot,medium,FALSE
hoog,medium,5.0,7.0,groot,hoog,FALSE
hoog,laag,2.0,2.0,klein,laag,FALSE
hoog,laag,2.0,2.0,klein,medium,FALSE
hoog,laag,2.0,2.0,klein,hoog,FALSE
hoog,laag,2.0,2.0,medium,laag,FALSE
hoog,laag,2.0,2.0,medium,medium,FALSE
hoog,laag,2.0,2.0,medium,hoog,FALSE
hoog,laag,2.0,2.0,groot,laag,FALSE
hoog,laag,2.0,2.0,groot,medium,FALSE
hoog,laag,2.0,2.0,groot,hoog,FALSE
hoog,laag,2.0,4.0,klein,laag,FALSE
hoog,laag,2.0,4.0,klein,medium,FALSE
hoog,laag,2.0,4.0,klein,hoog,FALSE
hoog,laag,2.0,4.0,medium,laag,FALSE
hoog,laag,2.0,4.0,medium,medium,FALSE
hoog,laag,2.0,4.0,medium,hoog,FALSE
hoog,laag,2.0,4.0,groot,laag,FALSE
hoog,laag,2.0,4.0,groot,medium,FALSE
hoog,laag,2.0,4.0,groot,hoog,FALSE
hoog,laag,2.0,7.0,klein,laag,FALSE
hoog,laag,2.0,7.0,klein,medium,FALSE
hoog,laag,2.0,7.0,klein,hoog,FALSE
hoog,laag,2.0,7.0,medium,laag,FALSE
hoog,laag,2.0,7.0,medium,medium,FALSE
hoog,laag,2.0,7.0,medium,hoog,FALSE
hoog,laag,2.0,7.0,groot,laag,FALSE
hoog,laag,2.0,7.0,groot,medium,FALSE
hoog,laag,2.0,7.0,groot,hoog,FALSE
hoog,laag,3.0,2.0,klein,laag,FALSE
hoog,laag,3.0,2.0,klein,medium,FALSE
hoog,laag,3.0,2.0,klein,hoog,FALSE
hoog,laag,3.0,2.0,medium,laag,FALSE
hoog,laag,3.0,2.0,medium,medium,FALSE
hoog,laag,3.0,2.0,medium,hoog,FALSE
hoog,laag,3.0,2.0,groot,laag,FALSE
hoog,laag,3.0,2.0,groot,medium,FALSE
hoog,laag,3.0,2.0,groot,hoog,FALSE
hoog,laag,3.0,4.0,klein,laag,FALSE
hoog,laag,3.0,4.0,klein,medium,FALSE
hoog,laag,3.0,4.0,klein,hoog,FALSE
hoog,laag,3.0,4.0,medium,laag,FALSE
hoog,laag,3.0,4.0,medium,medium,FALSE
hoog,laag,3.0,4.0,medium,hoog,FALSE
hoog,laag,3.0,4.0,groot,laag,FALSE
hoog,laag,3.0,4.0,groot,medium,FALSE
hoog,laag,3.0,4.0,groot,hoog,FALSE
hoog,laag,3.0,7.0,klein,laag,FALSE
hoog,laag,3.0,7.0,klein,medium,FALSE
hoog,laag,3.0,7.0,klein,hoog,FALSE
hoog,laag,3.0,7.0,medium,laag,FALSE
hoog,laag,3.0,7.0,medium,medium,FALSE
hoog,laag,3.0,7.0,medium,hoog,FALSE
hoog,laag,3.0,7.0,groot,laag,FALSE
hoog,laag,3.0,7.0,groot,medium,FALSE
hoog,laag,3.0,7.0,groot,hoog,FALSE
hoog,laag,4.0,2.0,klein,laag,FALSE
hoog,laag,4.0,2.0,klein,medium,FALSE
hoog,laag,4.0,2.0,klein,hoog,FALSE
hoog,laag,4.0,2.0,medium,laag,FALSE
hoog,laag,4.0,2.0,medium,medium,FALSE
hoog,laag,4.0,2.0,medium,hoog,FALSE
hoog,laag,4.0,2.0,groot,laag,FALSE
hoog,laag,4.0,2.0,groot,medium,FALSE
hoog,laag,4.0,2.0,groot,hoog,FALSE
hoog,laag,4.0,4.0,klein,laag,FALSE
hoog,laag,4.0,4.0,klein,medium,FALSE
hoog,laag,4.0,4.0,klein,hoog,FALSE
hoog,laag,4.0,4.0,medium,laag,FALSE
hoog,laag,4.0,4.0,medium,medium,FALSE
hoog,laag,4.0,4.0,medium,hoog,FALSE
hoog,laag,4.0,4.0,groot,laag,FALSE
hoog,laag,4.0,4.0,groot,medium,FALSE
hoog,laag,4.0,4.0,groot,hoog,FALSE
hoog,laag,4.0,7.0,klein,laag,FALSE
hoog,laag,4.0,7.0,klein,medium,FALSE
hoog,laag,4.0,7.0,klein,hoog,FALSE
hoog,laag,4.0,7.0,medium,laag,FALSE
hoog,laag,4.0,7.0,medium,medium,FALSE
hoog,laag,4.0,7.0,medium,hoog,FALSE
hoog,laag,4.0,7.0,groot,laag,FALSE
hoog,laag,4.0,7.0,groot,medium,FALSE
hoog,laag,4.0,7.0,groot,hoog,FALSE
hoog,laag,5.0,2.0,klein,laag,FALSE
hoog,laag,5.0,2.0,klein,medium,FALSE
hoog,laag,5.0,2.0,klein,hoog,FALSE
hoog,laag,5.0,2.0,medium,laag,FALSE
hoog,laag,5.0,2.0,medium,medium,FALSE
hoog,laag,5.0,2.0,medium,hoog,FALSE
hoog,laag,5.0,2.0,groot,laag,FALSE
hoog,laag,5.0,2.0,groot,medium,FALSE
hoog,laag,5.0,2.0,groot,hoog,FALSE
hoog,laag,5.0,4.0,klein,laag,FALSE
hoog,laag,5.0,4.0,klein,medium,FALSE
hoog,laag,5.0,4.0,klein,hoog,FALSE
hoog,laag,5.0,4.0,medium,laag,FALSE
hoog,laag,5.0,4.0,medium,medium,FALSE
hoog,laag,5.0,4.0,medium,hoog,FALSE
hoog,laag,5.0,4.0,groot,laag,FALSE
hoog,laag,5.0,4.0,groot,medium,FALSE
hoog,laag,5.0,4.0,groot,hoog,FALSE
hoog,laag,5.0,7.0,klein,laag,FALSE
hoog,laag,5.0,7.0,klein,medium,FALSE
hoog,laag,5.0,7.0,klein,hoog,FALSE
hoog,laag,5.0,7.0,medium,laag,FALSE
hoog,laag,5.0,7.0,medium,medium,FALSE
hoog,laag,5.0,7.0,medium,hoog,FALSE
hoog,laag,5.0,7.0,groot,laag,FALSE
hoog,laag,5.0,7.0,groot,medium,FALSE
hoog,laag,5.0,7.0,groot,hoog,FALSE
medium,zeer hoog,2.0,2.0,klein,laag,FALSE
medium,zeer hoog,2.0,2.0,klein,medium,FALSE
medium,zeer hoog,2.0,2.0,klein,hoog,FALSE
medium,zeer hoog,2.0,2.0,medium,laag,FALSE
medium,zeer hoog,2.0,2.0,medium,medium,FALSE
medium,zeer hoog,2.0,2.0,medium,hoog,FALSE
medium,zeer hoog,2.0,2.0,groot,laag,FALSE
medium,zeer hoog,2.0,2.0,groot,medium,FALSE
medium,zeer hoog,2.0,2.0,groot,hoog,FALSE
medium,zeer hoog,2.0,4.0,klein,laag,FALSE
medium,zeer hoog,2.0,4.0,klein,medium,FALSE
medium,zeer hoog,2.0,4.0,klein,hoog,FALSE
medium,zeer hoog,2.0,4.0,medium,laag,FALSE
medium,zeer hoog,2.0,4.0,medium,medium,FALSE
medium,zeer hoog,2.0,4.0,medium,hoog,FALSE
medium,zeer hoog,2.0,4.0,groot,laag,FALSE
medium,zeer hoog,2.0,4.0,groot,medium,FALSE
medium,zeer hoog,2.0,4.0,groot,hoog,FALSE
medium,zeer hoog,2.0,7.0,klein,laag,FALSE
medium,zeer hoog,2.0,7.0,klein,medium,FALSE
medium,zeer hoog,2.0,7.0,klein,hoog,FALSE
medium,zeer hoog,2.0,7.0,medium,laag,FALSE
medium,zeer hoog,2.0,7.0,medium,medium,FALSE
medium,zeer hoog,2.0,7.0,medium,hoog,FALSE
medium,zeer hoog,2.0,7.0,groot,laag,FALSE
medium,zeer hoog,2.0,7.0,groot,medium,FALSE
medium,zeer hoog,2.0,7.0,groot,hoog,FALSE
medium,zeer hoog,3.0,2.0,klein,laag,FALSE
medium,zeer hoog,3.0,2.0,klein,medium,FALSE
medium,zeer hoog,3.0,2.0,klein,hoog,FALSE
medium,zeer hoog,3.0,2.0,medium,laag,FALSE
medium,zeer hoog,3.0,2.0,medium,medium,FALSE
medium,zeer hoog,3.0,2.0,medium,hoog,FALSE
medium,zeer hoog,3.0,2.0,groot,laag,FALSE
medium,zeer hoog,3.0,2.0,groot,medium,FALSE
medium,zeer hoog,3.0,2.0,groot,hoog,FALSE
medium,zeer hoog,3.0,4.0,klein,laag,FALSE
medium,zeer hoog,3.0,4.0,klein,medium,FALSE
medium,zeer hoog,3.0,4.0,klein,hoog,FALSE
medium,zeer hoog,3.0,4.0,medium,laag,FALSE
medium,zeer hoog,3.0,4.0,medium,medium,FALSE
medium,zeer hoog,3.0,4.0,medium,hoog,FALSE
medium,zeer hoog,3.0,4.0,groot,laag,FALSE
medium,zeer hoog,3.0,4.0,groot,medium,FALSE
medium,zeer hoog,3.0,4.0,groot,hoog,FALSE
medium,zeer hoog,3.0,7.0,klein,laag,FALSE
medium,zeer hoog,3.0,7.0,klein,medium,FALSE
medium,zeer hoog,3.0,7.0,klein,hoog,FALSE
medium,zeer hoog,3.0,7.0,medium,laag,FALSE
medium,zeer hoog,3.0,7.0,medium,medium,FALSE
medium,zeer hoog,3.0,7.0,medium,hoog,FALSE
medium,zeer hoog,3.0,7.0,groot,laag,FALSE
medium,zeer hoog,3.0,7.0,groot,medium,FALSE
medium,zeer hoog,3.0,7.0,groot,hoog,FALSE
medium,zeer hoog,4.0,2.0,klein,laag,FALSE
medium,zeer hoog,4.0,2.0,klein,medium,FALSE
medium,zeer hoog,4.0,2.0,klein,hoog,FALSE
medium,zeer hoog,4.0,2.0,medium,laag,FALSE
medium,zeer hoog,4.0,2.0,medium,medium,FALSE
medium,zeer hoog,4.0,2.0,medium,hoog,FALSE
medium,zeer hoog,4.0,2.0,groot,laag,FALSE
medium,zeer hoog,4.0,2.0,groot,medium,FALSE
medium,zeer hoog,4.0,2.0,groot,hoog,FALSE
medium,zeer hoog,4.0,4.0,klein,laag,FALSE
medium,zeer hoog,4.0,4.0,klein,medium,FALSE
medium,zeer hoog,4.0,4.0,klein,hoog,FALSE
medium,zeer hoog,4.0,4.0,medium,laag,FALSE
medium,zeer hoog,4.0,4.0,medium,medium,FALSE
medium,zeer hoog,4.0,4.0,medium,hoog,FALSE
medium,zeer hoog,4.0,4.0,groot,laag,FALSE
medium,zeer hoog,4.0,4.0,groot,medium,FALSE
medium,zeer hoog,4.0,4.0,groot,hoog,FALSE
medium,zeer hoog,4.0,7.0,klein,laag,FALSE
medium,zeer hoog,4.0,7.0,klein,medium,FALSE
medium,zeer hoog,4.0,7.0,klein,hoog,FALSE
medium,zeer hoog,4.0,7.0,medium,laag,FALSE
medium,zeer hoog,4.0,7.0,medium,medium,FALSE
medium,zeer hoog,4.0,7.0,medium,hoog,FALSE
medium,zeer hoog,4.0,7.0,groot,laag,FALSE
medium,zeer hoog,4.0,7.0,groot,medium,FALSE
medium,zeer hoog,4.0,7.0,groot,hoog,FALSE
medium,zeer hoog,5.0,2.0,klein,laag,FALSE
medium,zeer hoog,5.0,2.0,klein,medium,FALSE
medium,zeer hoog,5.0,2.0,klein,hoog,FALSE
medium,zeer hoog,5.0,2.0,medium,laag,FALSE
medium,zeer hoog,5.0,2.0,medium,medium,FALSE
medium,zeer hoog,5.0,2.0,medium,hoog,FALSE
medium,zeer hoog,5.0,2.0,groot,laag,FALSE
medium,zeer hoog,5.0,2.0,groot,medium,FALSE
medium,zeer hoog,5.0,2.0,groot,hoog,FALSE
medium,zeer hoog,5.0,4.0,klein,laag,FALSE
medium,zeer hoog,5.0,4.0,klein,medium,FALSE
medium,zeer hoog,5.0,4.0,klein,hoog,FALSE
